,id,pop,subpop,region,country,continent,latitude,longitude,TempM,MDiurnalR,Isotherm,TempSeason,MxTempWM,MnTempCM,TempR,MTempWtQ,MTempDQ,MTempWmQ,MTempCQ,Prec,PrecWM,PrecDM,PrecSeason,PrecWtQ,PrecDQ,PrecWmQ,PrecCQ
112,FC_8,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
113,FC_9,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
114,FL_1,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
115,FL_10,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
116,FL_11,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
117,FL_12,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
118,FL_13,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
119,FL_14,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
120,FL_15,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
121,FL_16,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
122,FL_17,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
123,FL_18,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
124,FL_19,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
125,FL_2,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
126,FL_20,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
127,FL_3,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
128,FL_4,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
129,FL_5,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
130,FL_6,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
131,FL_7,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
132,FL_8,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
133,FL_9,FL,FL,NE,USA,NAM,42.52917,-76.77743,8.007552147,10.66227055,29.49676704,940.9351807,26.65475082,-9.492500305,36.14725113,19.3937912,-2.991833448,19.3937912,-3.773000002,913,98,50,20.67890739,272,161,272,167
134,FP_1,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
135,FP_11,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
136,FP_12,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
137,FP_14,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
138,FP_16,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
139,FP_17,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
140,FP_2,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
141,FP_3,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
142,FP_4,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
143,FP_5,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
144,FP_6,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
145,FP_8,FP,FP,NE,USA,NAM,42.90015,-74.74652,7.261426926,11.44868755,29.63275146,995.0661621,26.77075005,-11.86450005,38.63525009,17.14875031,-4.310041904,19.18862534,-5.411333561,1060,105,60,14.36181641,301,215,298,216
146,FR1_11,FR,FR1,WEU,France,EU,45.771267,5.190267,11.25148964,9.090270996,33.70105743,660.270874,26.20899963,-0.76425004,26.97324944,11.51395798,4.56329155,19.53370857,3.298958302,980,107,67,17.8333416,299,205,225,206
147,FR1_13,FR,FR1,WEU,France,EU,45.771267,5.190267,11.25148964,9.090270996,33.70105743,660.270874,26.20899963,-0.76425004,26.97324944,11.51395798,4.56329155,19.53370857,3.298958302,980,107,67,17.8333416,299,205,225,206
148,FR1_14,FR,FR1,WEU,France,EU,45.771267,5.190267,11.25148964,9.090270996,33.70105743,660.270874,26.20899963,-0.76425004,26.97324944,11.51395798,4.56329155,19.53370857,3.298958302,980,107,67,17.8333416,299,205,225,206
149,FR1_15,FR,FR1,WEU,France,EU,45.771267,5.190267,11.25148964,9.090270996,33.70105743,660.270874,26.20899963,-0.76425004,26.97324944,11.51395798,4.56329155,19.53370857,3.298958302,980,107,67,17.8333416,299,205,225,206
150,FR1_16,FR,FR1,WEU,France,EU,45.771267,5.190267,11.25148964,9.090270996,33.70105743,660.270874,26.20899963,-0.76425004,26.97324944,11.51395798,4.56329155,19.53370857,3.298958302,980,107,67,17.8333416,299,205,225,206
151,FR1_4,FR,FR1,WEU,France,EU,45.771267,5.190267,11.25148964,9.090270996,33.70105743,660.270874,26.20899963,-0.76425004,26.97324944,11.51395798,4.56329155,19.53370857,3.298958302,980,107,67,17.8333416,299,205,225,206
152,FR1_5,FR,FR1,WEU,France,EU,45.771267,5.190267,11.25148964,9.090270996,33.70105743,660.270874,26.20899963,-0.76425004,26.97324944,11.51395798,4.56329155,19.53370857,3.298958302,980,107,67,17.8333416,299,205,225,206
153,FR1_9,FR,FR1,WEU,France,EU,45.771267,5.190267,11.25148964,9.090270996,33.70105743,660.270874,26.20899963,-0.76425004,26.97324944,11.51395798,4.56329155,19.53370857,3.298958302,980,107,67,17.8333416,299,205,225,206
154,FR2_11,FR,FR2,WEU,France,EU,45.493017,5.382683,10.33210468,9.62650013,34.78693008,656.7171631,25.79874992,-1.873999953,27.67275047,10.70079136,2.52125001,18.60424995,2.52125001,1053,110,68,17.10251617,317,226,232,226
155,FR2_14,FR,FR2,WEU,France,EU,45.493017,5.382683,10.33210468,9.62650013,34.78693008,656.7171631,25.79874992,-1.873999953,27.67275047,10.70079136,2.52125001,18.60424995,2.52125001,1053,110,68,17.10251617,317,226,232,226
156,FR2_7,FR,FR2,WEU,France,EU,45.493017,5.382683,10.33210468,9.62650013,34.78693008,656.7171631,25.79874992,-1.873999953,27.67275047,10.70079136,2.52125001,18.60424995,2.52125001,1053,110,68,17.10251617,317,226,232,226
157,FR2_8,FR,FR2,WEU,France,EU,45.493017,5.382683,10.33210468,9.62650013,34.78693008,656.7171631,25.79874992,-1.873999953,27.67275047,10.70079136,2.52125001,18.60424995,2.52125001,1053,110,68,17.10251617,317,226,232,226
158,FR2_9,FR,FR2,WEU,France,EU,45.493017,5.382683,10.33210468,9.62650013,34.78693008,656.7171631,25.79874992,-1.873999953,27.67275047,10.70079136,2.52125001,18.60424995,2.52125001,1053,110,68,17.10251617,317,226,232,226
159,FR3_5,FR,FR3,WEU,France,EU,45.406583,5.42325,10.33210468,9.62650013,34.78693008,656.7171631,25.79874992,-1.873999953,27.67275047,10.70079136,2.52125001,18.60424995,2.52125001,1053,110,68,17.10251617,317,226,232,226
160,FR3_8,FR,FR3,WEU,France,EU,45.406583,5.42325,10.33210468,9.62650013,34.78693008,656.7171631,25.79874992,-1.873999953,27.67275047,10.70079136,2.52125001,18.60424995,2.52125001,1053,110,68,17.10251617,317,226,232,226
161,FR4_10,FR,FR4,WEU,France,EU,45.58315,6.136583,8.544395447,9.432374954,34.74811172,646.8435669,23.64274979,-3.502249956,27.14500046,4.793458462,16.67612457,16.67612457,0.853791654,1180,121,78,13.10717964,343,261,261,311
162,FR4_5,FR,FR4,WEU,France,EU,45.58315,6.136583,8.544395447,9.432374954,34.74811172,646.8435669,23.64274979,-3.502249956,27.14500046,4.793458462,16.67612457,16.67612457,0.853791654,1180,121,78,13.10717964,343,261,261,311
163,FR5_11,FR,FR5,WEU,France,EU,45.8904,6.7987,4.358333111,7.84100008,32.02238083,616.3668213,18.07724953,-6.408750057,24.48600006,-1.523541689,12.06641674,12.07400036,-2.669583321,1475,152,99,14.89001083,439,302,318,430
164,FR5_12,FR,FR5,WEU,France,EU,45.8904,6.7987,4.358333111,7.84100008,32.02238083,616.3668213,18.07724953,-6.408750057,24.48600006,-1.523541689,12.06641674,12.07400036,-2.669583321,1475,152,99,14.89001083,439,302,318,430
165,FR5_4,FR,FR5,WEU,France,EU,45.8904,6.7987,4.358333111,7.84100008,32.02238083,616.3668213,18.07724953,-6.408750057,24.48600006,-1.523541689,12.06641674,12.07400036,-2.669583321,1475,152,99,14.89001083,439,302,318,430
166,FR5_5,FR,FR5,WEU,France,EU,45.8904,6.7987,4.358333111,7.84100008,32.02238083,616.3668213,18.07724953,-6.408750057,24.48600006,-1.523541689,12.06641674,12.07400036,-2.669583321,1475,152,99,14.89001083,439,302,318,430
167,FR6_7,FR,FR6,WEU,France,EU,45.923056,6.869722,-0.567447901,5.704187393,26.70749855,576.0288696,11.47399998,-9.883999825,21.3579998,-5.319749832,6.914625168,6.914625168,-6.849041462,1458,150,92,16.2800827,436,286,286,406
168,FR6B_10,FR,FR6,WEU,France,EU,45.9242,6.87825,-0.567447901,5.704187393,26.70749855,576.0288696,11.47399998,-9.883999825,21.3579998,-5.319749832,6.914625168,6.914625168,-6.849041462,1458,150,92,16.2800827,436,286,286,406
169,FR6B_11,FR,FR6,WEU,France,EU,45.9242,6.87825,-0.567447901,5.704187393,26.70749855,576.0288696,11.47399998,-9.883999825,21.3579998,-5.319749832,6.914625168,6.914625168,-6.849041462,1458,150,92,16.2800827,436,286,286,406
170,FR6B_8,FR,FR6,WEU,France,EU,45.9242,6.87825,-0.567447901,5.704187393,26.70749855,576.0288696,11.47399998,-9.883999825,21.3579998,-5.319749832,6.914625168,6.914625168,-6.849041462,1458,150,92,16.2800827,436,286,286,406
171,FR6B_9,FR,FR6,WEU,France,EU,45.9242,6.87825,-0.567447901,5.704187393,26.70749855,576.0288696,11.47399998,-9.883999825,21.3579998,-5.319749832,6.914625168,6.914625168,-6.849041462,1458,150,92,16.2800827,436,286,286,406
172,GER1_12,GER,GER1,CEU,Germany,EU,48.571533,8.961183,8.525801659,8.904312134,34.02098465,657.1428223,23.1107502,-3.062249899,26.17300034,15.07262516,1.682500005,16.7345829,0.624458373,806,95,50,20.51724815,262,156,245,167
173,GER1_9,GER,GER1,CEU,Germany,EU,48.571533,8.961183,8.525801659,8.904312134,34.02098465,657.1428223,23.1107502,-3.062249899,26.17300034,15.07262516,1.682500005,16.7345829,0.624458373,806,95,50,20.51724815,262,156,245,167
174,GER2A_10,GER,GER2,CEU,Germany,EU,48.45415,8.413517,7.550885201,7.995312214,32.62960052,632.1016235,21.18174934,-3.321500063,24.50325012,1.041749954,12.27058315,15.46670818,0.06033333,1430,140,96,12.59979534,406,313,353,387
175,GER2A_14,GER,GER2,CEU,Germany,EU,48.45415,8.413517,7.550885201,7.995312214,32.62960052,632.1016235,21.18174934,-3.321500063,24.50325012,1.041749954,12.27058315,15.46670818,0.06033333,1430,140,96,12.59979534,406,313,353,387
176,GER2A_16,GER,GER2,CEU,Germany,EU,48.45415,8.413517,7.550885201,7.995312214,32.62960052,632.1016235,21.18174934,-3.321500063,24.50325012,1.041749954,12.27058315,15.46670818,0.06033333,1430,140,96,12.59979534,406,313,353,387
177,GER2B_12,GER,GER2,CEU,Germany,EU,48.45255,8.409367,7.550885201,7.995312214,32.62960052,632.1016235,21.18174934,-3.321500063,24.50325012,1.041749954,12.27058315,15.46670818,0.06033333,1430,140,96,12.59979534,406,313,353,387
178,GER2B_14,GER,GER2,CEU,Germany,EU,48.45255,8.409367,7.550885201,7.995312214,32.62960052,632.1016235,21.18174934,-3.321500063,24.50325012,1.041749954,12.27058315,15.46670818,0.06033333,1430,140,96,12.59979534,406,313,353,387
179,GER2B_8,GER,GER2,CEU,Germany,EU,48.45255,8.409367,7.550885201,7.995312214,32.62960052,632.1016235,21.18174934,-3.321500063,24.50325012,1.041749954,12.27058315,15.46670818,0.06033333,1430,140,96,12.59979534,406,313,353,387
180,GER2B_9,GER,GER2,CEU,Germany,EU,48.45255,8.409367,7.550885201,7.995312214,32.62960052,632.1016235,21.18174934,-3.321500063,24.50325012,1.041749954,12.27058315,15.46670818,0.06033333,1430,140,96,12.59979534,406,313,353,387
181,GER3_11,GER,GER3,CEU,Germany,EU,48.623283,8.6401,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
182,GER3_14,GER,GER3,CEU,Germany,EU,48.623283,8.6401,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
183,GER3_16,GER,GER3,CEU,Germany,EU,48.623283,8.6401,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
184,GER3_4,GER,GER3,CEU,Germany,EU,48.623283,8.6401,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
185,GER3_5,GER,GER3,CEU,Germany,EU,48.623283,8.6401,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
186,GER3_6,GER,GER3,CEU,Germany,EU,48.623283,8.6401,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
187,GER4_1,GER,GER4,CEU,Germany,EU,48.624617,8.640133,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
188,GER4_13,GER,GER4,CEU,Germany,EU,48.624617,8.640133,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
189,GER4_14,GER,GER4,CEU,Germany,EU,48.624617,8.640133,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
190,GER4_15,GER,GER4,CEU,Germany,EU,48.624617,8.640133,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
191,GER4_16,GER,GER4,CEU,Germany,EU,48.624617,8.640133,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
192,GER4_2,GER,GER4,CEU,Germany,EU,48.624617,8.640133,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
193,GER4_4,GER,GER4,CEU,Germany,EU,48.624617,8.640133,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
194,GER4_6,GER,GER4,CEU,Germany,EU,48.624617,8.640133,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
195,GER4_9,GER,GER4,CEU,Germany,EU,48.624617,8.640133,7.652739525,8.395021439,33.7542572,632.6080322,21.56200027,-3.309000015,24.87100029,1.13591671,12.31495857,15.58066654,0.136458322,1263,122,84,12.07380009,349,272,314,333
196,GER5_1,GER,GER5,CEU,Germany,EU,48.717633,8.424333,7.875020981,7.736291885,32.40535355,616.6759644,21.19400024,-2.679500103,23.87350082,1.533416629,12.46691704,15.61387539,0.583999991,1518,148,97,12.19418144,425,329,363,401
197,GER5_15,GER,GER5,CEU,Germany,EU,48.717633,8.424333,7.875020981,7.736291885,32.40535355,616.6759644,21.19400024,-2.679500103,23.87350082,1.533416629,12.46691704,15.61387539,0.583999991,1518,148,97,12.19418144,425,329,363,401
198,GER5_2,GER,GER5,CEU,Germany,EU,48.717633,8.424333,7.875020981,7.736291885,32.40535355,616.6759644,21.19400024,-2.679500103,23.87350082,1.533416629,12.46691704,15.61387539,0.583999991,1518,148,97,12.19418144,425,329,363,401
199,GER5_3,GER,GER5,CEU,Germany,EU,48.717633,8.424333,7.875020981,7.736291885,32.40535355,616.6759644,21.19400024,-2.679500103,23.87350082,1.533416629,12.46691704,15.61387539,0.583999991,1518,148,97,12.19418144,425,329,363,401
200,GER5_4,GER,GER5,CEU,Germany,EU,48.717633,8.424333,7.875020981,7.736291885,32.40535355,616.6759644,21.19400024,-2.679500103,23.87350082,1.533416629,12.46691704,15.61387539,0.583999991,1518,148,97,12.19418144,425,329,363,401
201,GER5_6,GER,GER5,CEU,Germany,EU,48.717633,8.424333,7.875020981,7.736291885,32.40535355,616.6759644,21.19400024,-2.679500103,23.87350082,1.533416629,12.46691704,15.61387539,0.583999991,1518,148,97,12.19418144,425,329,363,401
202,GER5_7,GER,GER5,CEU,Germany,EU,48.717633,8.424333,7.875020981,7.736291885,32.40535355,616.6759644,21.19400024,-2.679500103,23.87350082,1.533416629,12.46691704,15.61387539,0.583999991,1518,148,97,12.19418144,425,329,363,401
203,GER6_1,GER,GER6,CEU,Germany,EU,48.7259,8.542067,7.526562691,7.705124855,32.36563492,618.258667,20.83850098,-2.967999935,23.80650139,1.215833306,12.12708282,15.29512501,0.234625041,1374,133,90,12.22477818,379,293,335,359
204,GER6_14,GER,GER6,CEU,Germany,EU,48.7259,8.542067,7.526562691,7.705124855,32.36563492,618.258667,20.83850098,-2.967999935,23.80650139,1.215833306,12.12708282,15.29512501,0.234625041,1374,133,90,12.22477818,379,293,335,359
205,GER6_17,GER,GER6,CEU,Germany,EU,48.7259,8.542067,7.526562691,7.705124855,32.36563492,618.258667,20.83850098,-2.967999935,23.80650139,1.215833306,12.12708282,15.29512501,0.234625041,1374,133,90,12.22477818,379,293,335,359
206,GER6_2,GER,GER6,CEU,Germany,EU,48.7259,8.542067,7.526562691,7.705124855,32.36563492,618.258667,20.83850098,-2.967999935,23.80650139,1.215833306,12.12708282,15.29512501,0.234625041,1374,133,90,12.22477818,379,293,335,359
207,GER6_20,GER,GER6,CEU,Germany,EU,48.7259,8.542067,7.526562691,7.705124855,32.36563492,618.258667,20.83850098,-2.967999935,23.80650139,1.215833306,12.12708282,15.29512501,0.234625041,1374,133,90,12.22477818,379,293,335,359
208,GER6_3,GER,GER6,CEU,Germany,EU,48.7259,8.542067,7.526562691,7.705124855,32.36563492,618.258667,20.83850098,-2.967999935,23.80650139,1.215833306,12.12708282,15.29512501,0.234625041,1374,133,90,12.22477818,379,293,335,359
209,GER6_6,GER,GER6,CEU,Germany,EU,48.7259,8.542067,7.526562691,7.705124855,32.36563492,618.258667,20.83850098,-2.967999935,23.80650139,1.215833306,12.12708282,15.29512501,0.234625041,1374,133,90,12.22477818,379,293,335,359
210,GER6_9,GER,GER6,CEU,Germany,EU,48.7259,8.542067,7.526562691,7.705124855,32.36563492,618.258667,20.83850098,-2.967999935,23.80650139,1.215833306,12.12708282,15.29512501,0.234625041,1374,133,90,12.22477818,379,293,335,359
211,GER7_10,GER,GER7,CEU,Germany,EU,50.2345,7.4944,9.308843613,8.085353851,33.12142563,623.8608398,23.10924911,-1.302000046,24.41124916,15.59137535,5.142166615,17.15374947,1.849541664,667,68,42,12.7544241,194,141,189,150
212,GER7_2,GER,GER7,CEU,Germany,EU,50.2345,7.4944,9.308843613,8.085353851,33.12142563,623.8608398,23.10924911,-1.302000046,24.41124916,15.59137535,5.142166615,17.15374947,1.849541664,667,68,42,12.7544241,194,141,189,150
213,GER7_3,GER,GER7,CEU,Germany,EU,50.2345,7.4944,9.308843613,8.085353851,33.12142563,623.8608398,23.10924911,-1.302000046,24.41124916,15.59137535,5.142166615,17.15374947,1.849541664,667,68,42,12.7544241,194,141,189,150
214,GER7_4,GER,GER7,CEU,Germany,EU,50.2345,7.4944,9.308843613,8.085353851,33.12142563,623.8608398,23.10924911,-1.302000046,24.41124916,15.59137535,5.142166615,17.15374947,1.849541664,667,68,42,12.7544241,194,141,189,150
215,GER7_8,GER,GER7,CEU,Germany,EU,50.2345,7.4944,9.308843613,8.085353851,33.12142563,623.8608398,23.10924911,-1.302000046,24.41124916,15.59137535,5.142166615,17.15374947,1.849541664,667,68,42,12.7544241,194,141,189,150
216,GER7_9,GER,GER7,CEU,Germany,EU,50.2345,7.4944,9.308843613,8.085353851,33.12142563,623.8608398,23.10924911,-1.302000046,24.41124916,15.59137535,5.142166615,17.15374947,1.849541664,667,68,42,12.7544241,194,141,189,150
217,GER8_1,GER,GER8,CEU,Germany,EU,50.033967,7.103017,8.878832817,7.524875164,31.63506699,618.9575195,22.32299995,-1.463500023,23.78649902,2.461583376,4.707250118,16.66545868,1.476291656,778,79,54,10.38002777,216,173,193,202
218,GER8_15,GER,GER8,CEU,Germany,EU,50.033967,7.103017,8.878832817,7.524875164,31.63506699,618.9575195,22.32299995,-1.463500023,23.78649902,2.461583376,4.707250118,16.66545868,1.476291656,778,79,54,10.38002777,216,173,193,202
219,GER8_2,GER,GER8,CEU,Germany,EU,50.033967,7.103017,8.878832817,7.524875164,31.63506699,618.9575195,22.32299995,-1.463500023,23.78649902,2.461583376,4.707250118,16.66545868,1.476291656,778,79,54,10.38002777,216,173,193,202
220,GER8_3,GER,GER8,CEU,Germany,EU,50.033967,7.103017,8.878832817,7.524875164,31.63506699,618.9575195,22.32299995,-1.463500023,23.78649902,2.461583376,4.707250118,16.66545868,1.476291656,778,79,54,10.38002777,216,173,193,202
221,GER8_4,GER,GER8,CEU,Germany,EU,50.033967,7.103017,8.878832817,7.524875164,31.63506699,618.9575195,22.32299995,-1.463500023,23.78649902,2.461583376,4.707250118,16.66545868,1.476291656,778,79,54,10.38002777,216,173,193,202
222,GER8_5,GER,GER8,CEU,Germany,EU,50.033967,7.103017,8.878832817,7.524875164,31.63506699,618.9575195,22.32299995,-1.463500023,23.78649902,2.461583376,4.707250118,16.66545868,1.476291656,778,79,54,10.38002777,216,173,193,202
223,GER8_9,GER,GER8,CEU,Germany,EU,50.033967,7.103017,8.878832817,7.524875164,31.63506699,618.9575195,22.32299995,-1.463500023,23.78649902,2.461583376,4.707250118,16.66545868,1.476291656,778,79,54,10.38002777,216,173,193,202
